gene	KO	pathway	description
UNI1151	K03138	map03022	Basal transcription factors
UNI1155	K00264	map00250	Alanine, aspartate and glutamate metabolism
UNI1155	K00264	map00910	Nitrogen metabolism
UNI1155	K00264	map01100	Metabolic pathways
UNI1155	K00264	map01110	Biosynthesis of secondary metabolites
UNI1155	K00264	map01230	Biosynthesis of amino acids
UNI1158	K14328	map03013	Nucleocytoplasmic transport
UNI1158	K14328	map03015	mRNA surveillance pathway
UNI1161	K01120	map00230	Purine metabolism
UNI1161	K01120	map01100	Metabolic pathways
UNI1162	K07375	map04145	Phagosome
UNI1164	K08497	map04130	SNARE interactions in vesicular transport
UNI1166	K02893	map03010	Ribosome
UNI1168	K08489	map04130	SNARE interactions in vesicular transport
UNI1182	K10842	map03022	Basal transcription factors
UNI1182	K10842	map03420	Nucleotide excision repair
UNI1183	K08711	map02010	ABC transporters
UNI1183	K08712	map02010	ABC transporters
UNI1194	K08711	map02010	ABC transporters
UNI1194	K08712	map02010	ABC transporters
UNI1202	K01115	map00564	Glycerophospholipid metabolism
UNI1202	K01115	map00565	Ether lipid metabolism
UNI1202	K01115	map01100	Metabolic pathways
UNI1202	K01115	map01110	Biosynthesis of secondary metabolites
UNI1202	K01115	map04144	Endocytosis
UNI1204	K00463	map00380	Tryptophan metabolism
UNI1204	K00463	map01100	Metabolic pathways
UNI1204	K00463	map01240	Biosynthesis of cofactors
UNI1205	K14308	map03013	Nucleocytoplasmic transport
UNI1213	K01867	map00970	Aminoacyl-tRNA biosynthesis
UNI1227	K21141	map04138	Autophagy - yeast
UNI1238	K07204	map04136	Autophagy - other
UNI1238	K07204	map04138	Autophagy - yeast
UNI1238	K07204	map04213	Longevity regulating pathway - multiple species
UNI1239	K19475	map04144	Endocytosis
UNI1243	K11582	map04113	Meiosis - yeast
UNI1244	K02978	map03010	Ribosome
UNI1262	K15174	map04011	MAPK signaling pathway - yeast
UNI1267	K07827	map04113	Meiosis - yeast
UNI1267	K07827	map04138	Autophagy - yeast
UNI1267	K07827	map04213	Longevity regulating pathway - multiple species
UNI1272	K02942	map03010	Ribosome
UNI1279	K12494	map04144	Endocytosis
UNI1280	K03843	map00510	N-Glycan biosynthesis
UNI1280	K03843	map00513	Various types of N-glycan biosynthesis
UNI1280	K03843	map01100	Metabolic pathways
UNI1281	K02952	map03010	Ribosome
UNI1290	K14311	map03013	Nucleocytoplasmic transport
UNI1295	K08489	map04130	SNARE interactions in vesicular transport
UNI1296	K01228	map00510	N-Glycan biosynthesis
UNI1296	K01228	map01100	Metabolic pathways
UNI1296	K01228	map04141	Protein processing in endoplasmic reticulum
UNI1299	K00914	map00562	Inositol phosphate metabolism
UNI1299	K00914	map01100	Metabolic pathways
UNI1299	K00914	map04070	Phosphatidylinositol signaling system
UNI1299	K00914	map04136	Autophagy - other
UNI1299	K00914	map04138	Autophagy - yeast
UNI1299	K00914	map04145	Phagosome
UNI1302	K10846	map03420	Nucleotide excision repair
UNI1312	K13352	map04146	Peroxisome
UNI1326	K06666	map04011	MAPK signaling pathway - yeast
UNI1326	K06666	map04111	Cell cycle - yeast
UNI1330	K01187	map00052	Galactose metabolism
UNI1330	K01187	map00500	Starch and sucrose metabolism
UNI1330	K01187	map01100	Metabolic pathways
UNI1330	K01187	map01110	Biosynthesis of secondary metabolites
UNI1334	K11426	map00310	Lysine degradation
UNI1334	K11426	map01100	Metabolic pathways
UNI1337	K01937	map00240	Pyrimidine metabolism
UNI1337	K01937	map01100	Metabolic pathways
UNI1337	K01937	map01232	Nucleotide metabolism
UNI1337	K01937	map01240	Biosynthesis of cofactors
UNI1338	K07512	map00061	Fatty acid biosynthesis
UNI1338	K07512	map00062	Fatty acid elongation
UNI1338	K07512	map01100	Metabolic pathways
UNI1338	K07512	map01212	Fatty acid metabolism
UNI1340	K01487	map00230	Purine metabolism
UNI1340	K01487	map01100	Metabolic pathways
UNI1340	K01487	map01232	Nucleotide metabolism
UNI1349	K12837	map03040	Spliceosome
UNI1352	K12879	map03013	Nucleocytoplasmic transport
UNI1352	K12879	map03040	Spliceosome
UNI1355	K08711	map02010	ABC transporters
UNI1355	K08712	map02010	ABC transporters
UNI1357	K02925	map03010	Ribosome
UNI1358	K03137	map03022	Basal transcription factors
UNI1364	K01755	map00220	Arginine biosynthesis
UNI1364	K01755	map00250	Alanine, aspartate and glutamate metabolism
UNI1364	K01755	map01100	Metabolic pathways
UNI1364	K01755	map01110	Biosynthesis of secondary metabolites
UNI1364	K01755	map01230	Biosynthesis of amino acids
UNI1371	K14564	map03008	Ribosome biogenesis in eukaryotes
UNI1373	K00641	map00270	Cysteine and methionine metabolism
UNI1373	K00641	map00920	Sulfur metabolism
UNI1373	K00641	map01100	Metabolic pathways
UNI1373	K00641	map01110	Biosynthesis of secondary metabolites
UNI1373	K00641	map01230	Biosynthesis of amino acids
UNI1374	K02607	map04111	Cell cycle - yeast
UNI1374	K02607	map04113	Meiosis - yeast
UNI1378	K06127	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
UNI1378	K06127	map01100	Metabolic pathways
UNI1378	K06127	map01110	Biosynthesis of secondary metabolites
UNI1378	K06127	map01240	Biosynthesis of cofactors
UNI1379	K12479	map04138	Autophagy - yeast
UNI1379	K12479	map04144	Endocytosis
UNI1380	K02890	map03010	Ribosome
UNI1383	K12883	map03013	Nucleocytoplasmic transport
UNI1383	K12883	map03015	mRNA surveillance pathway
UNI1383	K12883	map03040	Spliceosome
UNI1390	K02256	map00190	Oxidative phosphorylation
UNI1390	K02256	map01100	Metabolic pathways
UNI1394	K12828	map03040	Spliceosome
UNI1396	K00706	map00500	Starch and sucrose metabolism
UNI1396	K00706	map01100	Metabolic pathways
UNI1396	K00706	map04011	MAPK signaling pathway - yeast
UNI1401	K03940	map00190	Oxidative phosphorylation
UNI1401	K03940	map01100	Metabolic pathways
UNI1404	K06661	map04111	Cell cycle - yeast
UNI1404	K06661	map04113	Meiosis - yeast
UNI1410	K03849	map00510	N-Glycan biosynthesis
UNI1410	K03849	map01100	Metabolic pathways
UNI1414	K14538	map03008	Ribosome biogenesis in eukaryotes
UNI1421	K04464	map04011	MAPK signaling pathway - yeast
UNI1421	K04464	map04138	Autophagy - yeast
UNI1421	K04464	map04139	Mitophagy - yeast
UNI1423	K02365	map04111	Cell cycle - yeast
UNI1423	K02365	map04113	Meiosis - yeast
UNI1427	K00921	map00562	Inositol phosphate metabolism
UNI1427	K00921	map01100	Metabolic pathways
UNI1427	K00921	map04070	Phosphatidylinositol signaling system
UNI1427	K00921	map04145	Phagosome
UNI1431	K15728	map00561	Glycerolipid metabolism
UNI1431	K15728	map00564	Glycerophospholipid metabolism
UNI1431	K15728	map01100	Metabolic pathways
UNI1431	K15728	map01110	Biosynthesis of secondary metabolites
UNI1437	K16196	map04138	Autophagy - yeast
UNI1437	K16196	map04141	Protein processing in endoplasmic reticulum
UNI1448	K06210	map00760	Nicotinate and nicotinamide metabolism
UNI1448	K06210	map01100	Metabolic pathways
UNI1448	K06210	map01240	Biosynthesis of cofactors
UNI1452	K02978	map03010	Ribosome
UNI1463	K14572	map03008	Ribosome biogenesis in eukaryotes
UNI1469	K17906	map04136	Autophagy - other
UNI1469	K17906	map04138	Autophagy - yeast
UNI1471	K00967	map00440	Phosphonate and phosphinate metabolism
UNI1471	K00967	map00564	Glycerophospholipid metabolism
UNI1471	K00967	map01100	Metabolic pathways
UNI1472	K01179	map00500	Starch and sucrose metabolism
UNI1472	K01179	map01100	Metabolic pathways
UNI1473	K01694	map00260	Glycine, serine and threonine metabolism
UNI1473	K01694	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
UNI1473	K01694	map01100	Metabolic pathways
UNI1473	K01694	map01110	Biosynthesis of secondary metabolites
UNI1473	K01694	map01230	Biosynthesis of amino acids
UNI1473	K10882	map03440	Homologous recombination
UNI1476	K00888	map00562	Inositol phosphate metabolism
UNI1476	K00888	map01100	Metabolic pathways
UNI1476	K00888	map04011	MAPK signaling pathway - yeast
UNI1476	K00888	map04070	Phosphatidylinositol signaling system
UNI1478	K19801	map00562	Inositol phosphate metabolism
UNI1478	K19801	map01100	Metabolic pathways
UNI1478	K19801	map04070	Phosphatidylinositol signaling system
UNI1482	K09291	map03013	Nucleocytoplasmic transport
UNI1487	K07200	map04213	Longevity regulating pathway - multiple species
UNI1491	K00237	map00020	Citrate cycle (TCA cycle)
UNI1491	K00237	map00190	Oxidative phosphorylation
UNI1491	K00237	map01100	Metabolic pathways
UNI1491	K00237	map01110	Biosynthesis of secondary metabolites
UNI1491	K00237	map01200	Carbon metabolism
UNI1499	K14403	map03015	mRNA surveillance pathway
UNI1501	K20180	map04138	Autophagy - yeast
UNI1510	K01876	map00970	Aminoacyl-tRNA biosynthesis
UNI1511	K19842	map04011	MAPK signaling pathway - yeast
UNI1512	K01078	map00730	Thiamine metabolism
UNI1512	K01078	map00740	Riboflavin metabolism
UNI1512	K01078	map01100	Metabolic pathways
UNI1513	K01477	map00230	Purine metabolism
UNI1513	K01477	map01100	Metabolic pathways
UNI1513	K01483	map00230	Purine metabolism
UNI1513	K01483	map01100	Metabolic pathways
UNI1521	K09291	map03013	Nucleocytoplasmic transport
UNI1528	K10396	map04144	Endocytosis
UNI1535	K03860	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
UNI1535	K03860	map01100	Metabolic pathways
UNI1538	K03937	map00190	Oxidative phosphorylation
UNI1538	K03937	map01100	Metabolic pathways
UNI1539	K15628	map02010	ABC transporters
UNI1539	K15628	map04146	Peroxisome
UNI1546	K14552	map03008	Ribosome biogenesis in eukaryotes
UNI1548	K20177	map04138	Autophagy - yeast
UNI1550	K03022	map03020	RNA polymerase
UNI1559	K11236	map04011	MAPK signaling pathway - yeast
UNI1562	K02179	map04111	Cell cycle - yeast
UNI1563	K12597	map03018	RNA degradation
UNI1564	K14297	map03013	Nucleocytoplasmic transport
UNI1565	K02216	map04111	Cell cycle - yeast
UNI1565	K02216	map04113	Meiosis - yeast
UNI1567	K14005	map04141	Protein processing in endoplasmic reticulum
UNI1571	K03125	map03022	Basal transcription factors
UNI1572	K01051	map00040	Pentose and glucuronate interconversions
UNI1572	K01051	map01100	Metabolic pathways
UNI1575	K06681	map04111	Cell cycle - yeast
UNI1576	K03013	map03020	RNA polymerase
UNI1584	K02685	map03030	DNA replication
UNI1585	K02178	map04111	Cell cycle - yeast
UNI1585	K02178	map04113	Meiosis - yeast
UNI1585	K06680	map04111	Cell cycle - yeast
UNI1586	K08489	map04130	SNARE interactions in vesicular transport
UNI1592	K11231	map04011	MAPK signaling pathway - yeast
UNI1592	K11231	map04139	Mitophagy - yeast
UNI1601	K20179	map04138	Autophagy - yeast
UNI1604	K01940	map00220	Arginine biosynthesis
UNI1604	K01940	map00250	Alanine, aspartate and glutamate metabolism
UNI1604	K01940	map01100	Metabolic pathways
UNI1604	K01940	map01110	Biosynthesis of secondary metabolites
UNI1604	K01940	map01230	Biosynthesis of amino acids
UNI1605	K12617	map03018	RNA degradation
UNI1609	K03005	map03020	RNA polymerase
UNI1610	K20184	map04138	Autophagy - yeast
UNI1617	K00276	map00260	Glycine, serine and threonine metabolism
UNI1617	K00276	map00350	Tyrosine metabolism
UNI1617	K00276	map00360	Phenylalanine metabolism
UNI1617	K00276	map00410	beta-Alanine metabolism
UNI1617	K00276	map01100	Metabolic pathways
UNI1617	K00276	map01110	Biosynthesis of secondary metabolites
UNI1619	K02365	map04111	Cell cycle - yeast
UNI1619	K02365	map04113	Meiosis - yeast
UNI1620	K13237	map04146	Peroxisome
UNI1622	K01597	map00900	Terpenoid backbone biosynthesis
UNI1622	K01597	map01100	Metabolic pathways
UNI1622	K01597	map01110	Biosynthesis of secondary metabolites
UNI1631	K12261	map04146	Peroxisome
UNI1631	K13342	map04146	Peroxisome
UNI1637	K11644	map04139	Mitophagy - yeast
UNI1638	K00001	map00010	Glycolysis / Gluconeogenesis
UNI1638	K00001	map00071	Fatty acid degradation
UNI1638	K00001	map00350	Tyrosine metabolism
UNI1638	K00001	map00620	Pyruvate metabolism
UNI1638	K00001	map01100	Metabolic pathways
UNI1638	K00001	map01110	Biosynthesis of secondary metabolites
UNI1644	K00641	map00270	Cysteine and methionine metabolism
UNI1644	K00641	map00920	Sulfur metabolism
UNI1644	K00641	map01100	Metabolic pathways
UNI1644	K00641	map01110	Biosynthesis of secondary metabolites
UNI1644	K00641	map01230	Biosynthesis of amino acids
UNI1646	K14328	map03013	Nucleocytoplasmic transport
UNI1646	K14328	map03015	mRNA surveillance pathway
UNI1647	K14297	map03013	Nucleocytoplasmic transport
UNI1650	K03869	map04120	Ubiquitin mediated proteolysis
UNI1656	K11841	map04139	Mitophagy - yeast
UNI1657	K01869	map00970	Aminoacyl-tRNA biosynthesis
UNI1658	K03949	map00190	Oxidative phosphorylation
UNI1658	K03949	map01100	Metabolic pathways
UNI1659	K10777	map03450	Non-homologous end-joining
UNI1659	K12827	map03040	Spliceosome
UNI1665	K01771	map00562	Inositol phosphate metabolism
UNI1665	K01771	map01100	Metabolic pathways
UNI1668	K03125	map03022	Basal transcription factors
UNI1670	K03139	map03022	Basal transcription factors
UNI1673	K03539	map03008	Ribosome biogenesis in eukaryotes
UNI1674	K08737	map03430	Mismatch repair
UNI1675	K01637	map00630	Glyoxylate and dicarboxylate metabolism
UNI1675	K01637	map01100	Metabolic pathways
UNI1675	K01637	map01110	Biosynthesis of secondary metabolites
UNI1675	K01637	map01200	Carbon metabolism
UNI1679	K06661	map04111	Cell cycle - yeast
UNI1679	K06661	map04113	Meiosis - yeast
UNI1681	K06685	map04111	Cell cycle - yeast
UNI1681	K06685	map04392	Hippo signaling pathway - multiple species
UNI1690	K01254	map00590	Arachidonic acid metabolism
UNI1690	K01254	map01100	Metabolic pathways
UNI1690	K15428	map00480	Glutathione metabolism
UNI1690	K15428	map01100	Metabolic pathways
UNI1692	K03885	map00190	Oxidative phosphorylation
UNI1692	K03885	map01100	Metabolic pathways
UNI1699	K18466	map04144	Endocytosis
UNI1704	K01557	map00350	Tyrosine metabolism
UNI1704	K01557	map01100	Metabolic pathways
UNI1705	K17906	map04136	Autophagy - other
UNI1705	K17906	map04138	Autophagy - yeast
UNI1706	K00420	map00190	Oxidative phosphorylation
UNI1706	K00420	map01100	Metabolic pathways
UNI1723	K03283	map03040	Spliceosome
UNI1723	K03283	map04141	Protein processing in endoplasmic reticulum
UNI1723	K03283	map04144	Endocytosis
UNI1723	K03283	map04213	Longevity regulating pathway - multiple species
UNI1724	K14023	map04141	Protein processing in endoplasmic reticulum
UNI1724	K14026	map04141	Protein processing in endoplasmic reticulum
UNI1726	K22133	map00630	Glyoxylate and dicarboxylate metabolism
UNI1726	K22133	map01100	Metabolic pathways
UNI1737	K11094	map03040	Spliceosome
UNI1738	K12866	map03040	Spliceosome
UNI1741	K06674	map04111	Cell cycle - yeast
UNI1749	K02136	map00190	Oxidative phosphorylation
UNI1749	K02136	map01100	Metabolic pathways
UNI1750	K03122	map03022	Basal transcription factors
UNI1752	K01082	map00920	Sulfur metabolism
UNI1752	K01082	map01100	Metabolic pathways
UNI1758	K12350	map00600	Sphingolipid metabolism
UNI1758	K12350	map01100	Metabolic pathways
UNI1759	K12578	map04111	Cell cycle - yeast
UNI1760	K12832	map03040	Spliceosome
UNI1762	K03267	map03015	mRNA surveillance pathway
UNI1771	K03360	map04111	Cell cycle - yeast
UNI1771	K03360	map04120	Ubiquitin mediated proteolysis
UNI1777	K12823	map03040	Spliceosome
UNI1779	K12200	map03250	Viral life cycle - HIV-1
UNI1779	K12200	map04144	Endocytosis
UNI1786	K13338	map04146	Peroxisome
UNI1800	K14544	map03008	Ribosome biogenesis in eukaryotes
UNI1803	K02646	map04111	Cell cycle - yeast
UNI1804	K01783	map00030	Pentose phosphate pathway
UNI1804	K01783	map00040	Pentose and glucuronate interconversions
UNI1804	K01783	map01100	Metabolic pathways
UNI1804	K01783	map01110	Biosynthesis of secondary metabolites
UNI1804	K01783	map01200	Carbon metabolism
UNI1804	K01783	map01230	Biosynthesis of amino acids
UNI1805	K14326	map03013	Nucleocytoplasmic transport
UNI1805	K14326	map03015	mRNA surveillance pathway
UNI1807	K02148	map00190	Oxidative phosphorylation
UNI1807	K02148	map01100	Metabolic pathways
UNI1807	K02148	map04145	Phagosome
UNI1810	K17908	map04136	Autophagy - other
UNI1810	K17908	map04138	Autophagy - yeast
UNI1813	K01196	map00500	Starch and sucrose metabolism
UNI1813	K01196	map01100	Metabolic pathways
UNI1813	K01196	map01110	Biosynthesis of secondary metabolites
UNI1816	K00059	map00061	Fatty acid biosynthesis
UNI1816	K00059	map00780	Biotin metabolism
UNI1816	K00059	map01100	Metabolic pathways
UNI1816	K00059	map01110	Biosynthesis of secondary metabolites
UNI1816	K00059	map01212	Fatty acid metabolism
UNI1816	K00059	map01240	Biosynthesis of cofactors
UNI1817	K12608	map03018	RNA degradation
UNI1818	K12846	map03040	Spliceosome
UNI1822	K01923	map00230	Purine metabolism
UNI1822	K01923	map01100	Metabolic pathways
UNI1822	K01923	map01110	Biosynthesis of secondary metabolites
UNI1824	K14309	map03013	Nucleocytoplasmic transport
UNI1827	K00297	map00670	One carbon pool by folate
UNI1827	K00297	map01100	Metabolic pathways
UNI1827	K00297	map01200	Carbon metabolism
UNI1830	K12864	map03040	Spliceosome
UNI1834	K02873	map03010	Ribosome
UNI1836	K06699	map03050	Proteasome
UNI1841	K19718	map04139	Mitophagy - yeast
UNI1847	K14015	map04141	Protein processing in endoplasmic reticulum
UNI1848	K00948	map00030	Pentose phosphate pathway
UNI1848	K00948	map00230	Purine metabolism
UNI1848	K00948	map01100	Metabolic pathways
UNI1848	K00948	map01110	Biosynthesis of secondary metabolites
UNI1848	K00948	map01200	Carbon metabolism
UNI1848	K00948	map01230	Biosynthesis of amino acids
UNI1849	K01656	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
UNI1849	K01656	map01100	Metabolic pathways
UNI1849	K01656	map01110	Biosynthesis of secondary metabolites
UNI1849	K01656	map01230	Biosynthesis of amino acids
UNI1849	K13501	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
UNI1849	K13501	map01100	Metabolic pathways
UNI1849	K13501	map01110	Biosynthesis of secondary metabolites
UNI1849	K13501	map01230	Biosynthesis of amino acids
UNI1852	K10413	map04145	Phagosome
UNI1853	K01710	map01100	Metabolic pathways
UNI1853	K01710	map01110	Biosynthesis of secondary metabolites
UNI1853	K01710	map01250	Biosynthesis of nucleotide sugars
UNI1855	K01954	map00240	Pyrimidine metabolism
UNI1855	K01954	map00250	Alanine, aspartate and glutamate metabolism
UNI1855	K01954	map01100	Metabolic pathways
UNI1855	K01954	map01240	Biosynthesis of cofactors
UNI1855	K11541	map00240	Pyrimidine metabolism
UNI1855	K11541	map00250	Alanine, aspartate and glutamate metabolism
UNI1855	K11541	map01100	Metabolic pathways
UNI1855	K11541	map01240	Biosynthesis of cofactors
UNI1856	K19849	map04011	MAPK signaling pathway - yeast
UNI1862	K14306	map03013	Nucleocytoplasmic transport
UNI1863	K01689	map00010	Glycolysis / Gluconeogenesis
UNI1863	K01689	map00680	Methane metabolism
UNI1863	K01689	map01100	Metabolic pathways
UNI1863	K01689	map01110	Biosynthesis of secondary metabolites
UNI1863	K01689	map01200	Carbon metabolism
UNI1863	K01689	map01230	Biosynthesis of amino acids
UNI1863	K01689	map03018	RNA degradation
